valor,tipo,data,categoria,descricao
9777.44,2,"""2025-04-04T21:38:32.288327Z""","""Salário""","""Despesa operacional"""
-7864.19,1,"""2025-04-14T21:38:32.288336Z""","""Serviço""","""Recebido de cliente"""
1162.78,2,"""2025-04-29T21:38:32.288350Z""","""Transferência""","""Recebido de cliente"""
-4302.16,1,"""2025-03-17T21:38:32.288365Z""","""Transferência""","""Referente ao mês"""
9908.32,2,"""2025-03-18T21:38:32.288381Z""","""Pagamento""","""Referente ao mês"""
5234.1,2,"""2025-05-08T21:38:32.288396Z""","""Reembolso""","""Pagamento de serviço"""
5750.05,2,"""2025-05-17T21:38:32.288408Z""","""Compra""","""Compra de material"""
3098.46,2,"""2025-05-27T21:38:32.288417Z""","""Venda""","""Referente ao mês"""
1746.57,2,"""2025-03-04T21:38:32.288427Z""","""Reembolso""","""Pagamento de serviço"""
9383.94,2,"""2025-04-03T21:38:32.288436Z""","""Venda""","""Compra de material"""
5429.09,2,"""2025-03-24T21:38:32.288445Z""","""Venda""","""Despesa operacional"""
3046.87,2,"""2025-03-11T21:38:32.288454Z""","""Investimento""","""Despesa operacional"""
-6230.86,1,"""2025-04-17T21:38:32.288463Z""","""Serviço""","""Compra de material"""
-7301.55,1,"""2025-04-13T21:38:32.288472Z""","""Pagamento""","""Transferência bancária"""
718.75,2,"""2025-05-05T21:38:32.288482Z""","""Transferência""","""Compra de material"""
-7544.59,1,"""2025-03-01T21:38:32.288491Z""","""Investimento""","""Pagamento de serviço"""
-6997.0,1,"""2025-05-11T21:38:32.288501Z""","""Compra""","""Referente ao mês"""
-8909.22,1,"""2025-05-23T21:38:32.288514Z""","""Reembolso""","""Despesa operacional"""
-7314.9,1,"""2025-04-21T21:38:32.288529Z""","""Pagamento""","""Recebido de cliente"""
-6506.51,1,"""2025-03-18T21:38:32.288539Z""","""Venda""","""Referente ao mês"""
9894.59,2,"""2025-05-26T21:38:32.288564Z""","""Compra""","""Referente ao mês"""
-4402.48,1,"""2025-04-24T21:38:32.288579Z""","""Investimento""","""Compra de material"""
-5858.59,1,"""2025-05-26T21:38:32.288593Z""","""Transferência""","""Transferência bancária"""
-3448.6,1,"""2025-05-01T21:38:32.288607Z""","""Compra""","""Compra de material"""
1119.05,2,"""2025-03-11T21:38:32.288616Z""","""Transferência""","""Transferência bancária"""
-8057.04,1,"""2025-03-18T21:38:32.288632Z""","""Serviço""","""Transferência bancária"""
-1674.72,1,"""2025-04-01T21:38:32.288647Z""","""Serviço""","""Compra de material"""
-8659.55,1,"""2025-04-05T21:38:32.288660Z""","""Transferência""","""Recebido de cliente"""
-4140.47,1,"""2025-03-09T21:38:32.288669Z""","""Investimento""","""Referente ao mês"""
-7771.53,1,"""2025-04-08T21:38:32.288678Z""","""Reembolso""","""Despesa operacional"""
-7616.61,1,"""2025-05-30T21:38:32.288689Z""","""Salário""","""Referente ao mês"""
4898.83,2,"""2025-04-17T21:38:32.288704Z""","""Salário""","""Referente ao mês"""
7361.31,2,"""2025-04-11T21:38:32.288719Z""","""Transferência""","""Transferência bancária"""
1218.03,2,"""2025-04-22T21:38:32.288733Z""","""Reembolso""","""Pagamento de serviço"""
6959.93,2,"""2025-04-05T21:38:32.288742Z""","""Reembolso""","""Compra de material"""
-4840.67,1,"""2025-04-06T21:38:32.288751Z""","""Pagamento""","""Pagamento de serviço"""
4174.24,2,"""2025-05-24T21:38:32.288760Z""","""Compra""","""Despesa operacional"""
2508.51,2,"""2025-03-16T21:38:32.288768Z""","""Salário""","""Referente ao mês"""
3365.31,2,"""2025-05-17T21:38:32.288777Z""","""Compra""","""Pagamento de serviço"""
-5881.06,1,"""2025-05-12T21:38:32.288788Z""","""Compra""","""Referente ao mês"""
1795.94,2,"""2025-05-12T21:38:32.288802Z""","""Transferência""","""Transferência bancária"""
-3582.71,1,"""2025-04-13T21:38:32.288814Z""","""Compra""","""Compra de material"""
-2671.94,1,"""2025-04-21T21:38:32.288823Z""","""Pagamento""","""Despesa operacional"""
-5345.45,1,"""2025-04-14T21:38:32.288838Z""","""Investimento""","""Despesa operacional"""
-9056.21,1,"""2025-04-06T21:38:32.288852Z""","""Pagamento""","""Pagamento de serviço"""
6352.7,2,"""2025-04-06T21:38:32.288867Z""","""Venda""","""Recebido de cliente"""
-9581.5,1,"""2025-04-04T21:38:32.288881Z""","""Transferência""","""Pagamento de serviço"""
628.69,2,"""2025-03-11T21:38:32.288896Z""","""Salário""","""Referente ao mês"""
4162.55,2,"""2025-04-07T21:38:32.288911Z""","""Venda""","""Referente ao mês"""
244.48,2,"""2025-05-09T21:38:32.288925Z""","""Investimento""","""Recebido de cliente"""
5041.89,2,"""2025-04-13T21:38:32.288935Z""","""Reembolso""","""Despesa operacional"""
-7142.84,1,"""2025-05-03T21:38:32.288950Z""","""Reembolso""","""Transferência bancária"""
9424.36,2,"""2025-03-19T21:38:32.288962Z""","""Compra""","""Referente ao mês"""
2798.67,2,"""2025-05-16T21:38:32.288970Z""","""Salário""","""Compra de material"""
422.32,2,"""2025-05-11T21:38:32.288980Z""","""Transferência""","""Compra de material"""
8978.04,2,"""2025-04-01T21:38:32.288994Z""","""Reembolso""","""Pagamento de serviço"""
-4158.48,1,"""2025-04-17T21:38:32.289007Z""","""Reembolso""","""Despesa operacional"""
-6114.78,1,"""2025-05-21T21:38:32.289016Z""","""Venda""","""Pagamento de serviço"""
3000.31,2,"""2025-05-10T21:38:32.289025Z""","""Venda""","""Compra de material"""
9161.81,2,"""2025-04-11T21:38:32.289033Z""","""Investimento""","""Transferência bancária"""
314.44,2,"""2025-04-03T21:38:32.289044Z""","""Compra""","""Pagamento de serviço"""
8531.55,2,"""2025-05-07T21:38:32.289052Z""","""Pagamento""","""Referente ao mês"""
8838.85,2,"""2025-04-12T21:38:32.289061Z""","""Reembolso""","""Recebido de cliente"""
6761.88,2,"""2025-05-24T21:38:32.289071Z""","""Salário""","""Transferência bancária"""
8655.03,2,"""2025-03-16T21:38:32.289086Z""","""Serviço""","""Compra de material"""
4216.9,2,"""2025-03-18T21:38:32.289101Z""","""Compra""","""Despesa operacional"""
1101.31,2,"""2025-05-07T21:38:32.289112Z""","""Compra""","""Referente ao mês"""
9200.24,2,"""2025-04-16T21:38:32.289121Z""","""Venda""","""Despesa operacional"""
-4269.71,1,"""2025-03-03T21:38:32.289130Z""","""Pagamento""","""Recebido de cliente"""
-4680.79,1,"""2025-03-13T21:38:32.289138Z""","""Venda""","""Despesa operacional"""
6481.87,2,"""2025-05-20T21:38:32.289147Z""","""Serviço""","""Compra de material"""
9276.55,2,"""2025-03-02T21:38:32.289155Z""","""Salário""","""Despesa operacional"""
-9445.77,1,"""2025-05-04T21:38:32.289164Z""","""Compra""","""Compra de material"""
-2605.15,1,"""2025-03-24T21:38:32.289177Z""","""Pagamento""","""Despesa operacional"""
6366.1,2,"""2025-05-09T21:38:32.289190Z""","""Venda""","""Compra de material"""
8773.17,2,"""2025-03-21T21:38:32.289199Z""","""Reembolso""","""Despesa operacional"""
1033.03,2,"""2025-05-15T21:38:32.289207Z""","""Reembolso""","""Despesa operacional"""
-7180.96,1,"""2025-04-24T21:38:32.289218Z""","""Pagamento""","""Transferência bancária"""
7359.93,2,"""2025-05-10T21:38:32.289233Z""","""Reembolso""","""Referente ao mês"""
463.37,2,"""2025-03-15T21:38:32.289247Z""","""Compra""","""Referente ao mês"""
5561.8,2,"""2025-05-29T21:38:32.289257Z""","""Venda""","""Recebido de cliente"""
4704.07,2,"""2025-05-12T21:38:32.289268Z""","""Salário""","""Recebido de cliente"""
-7568.92,1,"""2025-05-21T21:38:32.289284Z""","""Venda""","""Referente ao mês"""
-3615.71,1,"""2025-03-13T21:38:32.289293Z""","""Transferência""","""Compra de material"""
-8716.68,1,"""2025-04-19T21:38:32.289302Z""","""Transferência""","""Compra de material"""
-9203.01,1,"""2025-04-04T21:38:32.289408Z""","""Investimento""","""Despesa operacional"""
4858.6,2,"""2025-03-14T21:38:32.289427Z""","""Compra""","""Referente ao mês"""
2685.69,2,"""2025-03-12T21:38:32.289439Z""","""Pagamento""","""Recebido de cliente"""
-6819.17,1,"""2025-04-07T21:38:32.289456Z""","""Pagamento""","""Compra de material"""
-1005.73,1,"""2025-05-28T21:38:32.289470Z""","""Transferência""","""Referente ao mês"""
402.05,2,"""2025-03-23T21:38:32.289479Z""","""Transferência""","""Pagamento de serviço"""
-3014.27,1,"""2025-05-29T21:38:32.289488Z""","""Transferência""","""Transferência bancária"""
-3144.49,1,"""2025-04-26T21:38:32.289497Z""","""Salário""","""Compra de material"""
684.57,2,"""2025-03-22T21:38:32.289506Z""","""Investimento""","""Compra de material"""
-6838.04,1,"""2025-05-28T21:38:32.289515Z""","""Reembolso""","""Compra de material"""
5229.94,2,"""2025-03-31T21:38:32.289524Z""","""Venda""","""Referente ao mês"""
3307.78,2,"""2025-05-29T21:38:32.289532Z""","""Salário""","""Pagamento de serviço"""
6673.21,2,"""2025-05-20T21:38:32.289541Z""","""Venda""","""Recebido de cliente"""
8334.48,2,"""2025-05-03T21:38:32.289550Z""","""Serviço""","""Referente ao mês"""
268.99,2,"""2025-03-24T21:38:32.289558Z""","""Compra""","""Recebido de cliente"""
1492.0,2,"""2025-04-14T21:38:32.289567Z""","""Salário""","""Despesa operacional"""
-2639.95,1,"""2025-03-11T21:38:32.289576Z""","""Investimento""","""Recebido de cliente"""
5851.24,2,"""2025-05-13T21:38:32.289584Z""","""Reembolso""","""Compra de material"""
-1959.43,1,"""2025-05-16T21:38:32.289593Z""","""Transferência""","""Pagamento de serviço"""
9250.54,2,"""2025-05-14T21:38:32.289602Z""","""Serviço""","""Compra de material"""
7576.15,2,"""2025-05-17T21:38:32.289610Z""","""Reembolso""","""Despesa operacional"""
3881.67,2,"""2025-04-02T21:38:32.289622Z""","""Serviço""","""Despesa operacional"""
-876.63,1,"""2025-03-03T21:38:32.289637Z""","""Transferência""","""Transferência bancária"""
-7981.55,1,"""2025-05-11T21:38:32.289652Z""","""Salário""","""Compra de material"""
720.33,2,"""2025-04-19T21:38:32.289676Z""","""Venda""","""Referente ao mês"""
-1850.46,1,"""2025-05-11T21:38:32.289692Z""","""Compra""","""Despesa operacional"""
8533.37,2,"""2025-04-12T21:38:32.289701Z""","""Transferência""","""Compra de material"""
1146.16,2,"""2025-05-28T21:38:32.289719Z""","""Venda""","""Pagamento de serviço"""
8039.67,2,"""2025-03-02T21:38:32.289733Z""","""Investimento""","""Referente ao mês"""
7440.92,2,"""2025-04-19T21:38:32.289748Z""","""Venda""","""Referente ao mês"""
2113.93,2,"""2025-04-28T21:38:32.289763Z""","""Transferência""","""Pagamento de serviço"""
1391.78,2,"""2025-03-12T21:38:32.289772Z""","""Salário""","""Compra de material"""
-2422.95,1,"""2025-04-30T21:38:32.289781Z""","""Reembolso""","""Despesa operacional"""
-8731.64,1,"""2025-03-30T21:38:32.289798Z""","""Transferência""","""Referente ao mês"""
-6153.52,1,"""2025-05-13T21:38:32.289807Z""","""Pagamento""","""Recebido de cliente"""
4102.68,2,"""2025-05-18T21:38:32.289816Z""","""Pagamento""","""Referente ao mês"""
6132.51,2,"""2025-05-06T21:38:32.289825Z""","""Transferência""","""Transferência bancária"""
8763.03,2,"""2025-03-20T21:38:32.289833Z""","""Pagamento""","""Pagamento de serviço"""
2974.53,2,"""2025-05-18T21:38:32.289842Z""","""Reembolso""","""Referente ao mês"""
-4961.33,1,"""2025-03-20T21:38:32.289850Z""","""Transferência""","""Referente ao mês"""
3289.5,2,"""2025-03-23T21:38:32.289860Z""","""Investimento""","""Recebido de cliente"""
9613.29,2,"""2025-03-11T21:38:32.289868Z""","""Serviço""","""Pagamento de serviço"""
-2248.29,1,"""2025-04-16T21:38:32.289885Z""","""Salário""","""Compra de material"""
5136.29,2,"""2025-05-07T21:38:32.289894Z""","""Venda""","""Transferência bancária"""
-8939.94,1,"""2025-05-15T21:38:32.289903Z""","""Serviço""","""Despesa operacional"""
-5172.07,1,"""2025-03-13T21:38:32.289912Z""","""Venda""","""Compra de material"""
-3340.0,1,"""2025-03-06T21:38:32.289920Z""","""Salário""","""Compra de material"""
3329.57,2,"""2025-05-15T21:38:32.289929Z""","""Salário""","""Recebido de cliente"""
5639.33,2,"""2025-05-26T21:38:32.289937Z""","""Serviço""","""Compra de material"""
4214.3,2,"""2025-04-16T21:38:32.289946Z""","""Salário""","""Despesa operacional"""
-5676.27,1,"""2025-04-07T21:38:32.289954Z""","""Investimento""","""Transferência bancária"""
-5573.3,1,"""2025-05-26T21:38:32.289963Z""","""Salário""","""Recebido de cliente"""
472.03,2,"""2025-05-14T21:38:32.289972Z""","""Salário""","""Recebido de cliente"""
3482.16,2,"""2025-03-02T21:38:32.289981Z""","""Transferência""","""Despesa operacional"""
4329.44,2,"""2025-03-28T21:38:32.289990Z""","""Reembolso""","""Recebido de cliente"""
-9699.68,1,"""2025-04-04T21:38:32.289998Z""","""Pagamento""","""Transferência bancária"""
-3969.68,1,"""2025-04-03T21:38:32.290008Z""","""Compra""","""Pagamento de serviço"""
-5036.03,1,"""2025-04-21T21:38:32.290016Z""","""Salário""","""Recebido de cliente"""
-1457.67,1,"""2025-05-21T21:38:32.290025Z""","""Reembolso""","""Despesa operacional"""
4750.51,2,"""2025-05-23T21:38:32.290033Z""","""Salário""","""Transferência bancária"""
2389.42,2,"""2025-05-01T21:38:32.290042Z""","""Pagamento""","""Transferência bancária"""
5542.04,2,"""2025-05-15T21:38:32.290051Z""","""Salário""","""Compra de material"""
-5130.35,1,"""2025-05-01T21:38:32.290060Z""","""Compra""","""Recebido de cliente"""
7028.21,2,"""2025-04-12T21:38:32.290069Z""","""Reembolso""","""Recebido de cliente"""
9977.09,2,"""2025-03-05T21:38:32.290078Z""","""Reembolso""","""Recebido de cliente"""
2048.34,2,"""2025-03-01T21:38:32.290086Z""","""Investimento""","""Referente ao mês"""
5947.21,2,"""2025-03-13T21:38:32.290096Z""","""Reembolso""","""Referente ao mês"""
-7480.87,1,"""2025-04-09T21:38:32.290104Z""","""Reembolso""","""Recebido de cliente"""
2271.1,2,"""2025-04-16T21:38:32.290113Z""","""Investimento""","""Transferência bancária"""
-9716.31,1,"""2025-04-28T21:38:32.290139Z""","""Compra""","""Transferência bancária"""
-5611.95,1,"""2025-03-09T21:38:32.290152Z""","""Venda""","""Compra de material"""
1325.48,2,"""2025-03-27T21:38:32.290161Z""","""Pagamento""","""Compra de material"""
-5432.08,1,"""2025-03-06T21:38:32.290169Z""","""Reembolso""","""Despesa operacional"""
-5010.02,1,"""2025-05-30T21:38:32.290178Z""","""Compra""","""Despesa operacional"""
-8619.34,1,"""2025-03-23T21:38:32.290187Z""","""Compra""","""Referente ao mês"""
8119.77,2,"""2025-03-18T21:38:32.290196Z""","""Salário""","""Pagamento de serviço"""
5761.68,2,"""2025-03-26T21:38:32.290207Z""","""Transferência""","""Transferência bancária"""
9153.62,2,"""2025-05-04T21:38:32.290233Z""","""Transferência""","""Compra de material"""
4847.92,2,"""2025-05-15T21:38:32.290243Z""","""Venda""","""Pagamento de serviço"""
3553.64,2,"""2025-03-05T21:38:32.290251Z""","""Salário""","""Compra de material"""
2515.74,2,"""2025-03-31T21:38:32.290260Z""","""Transferência""","""Referente ao mês"""
3049.21,2,"""2025-04-03T21:38:32.290389Z""","""Venda""","""Recebido de cliente"""
-6786.58,1,"""2025-04-19T21:38:32.290402Z""","""Compra""","""Transferência bancária"""
3959.89,2,"""2025-04-30T21:38:32.290415Z""","""Pagamento""","""Transferência bancária"""
-7753.35,1,"""2025-04-12T21:38:32.290428Z""","""Transferência""","""Pagamento de serviço"""
-4520.22,1,"""2025-04-21T21:38:32.290445Z""","""Reembolso""","""Recebido de cliente"""
4727.5,2,"""2025-05-14T21:38:32.290456Z""","""Transferência""","""Recebido de cliente"""
2836.18,2,"""2025-04-26T21:38:32.290465Z""","""Pagamento""","""Pagamento de serviço"""
7830.59,2,"""2025-03-27T21:38:32.290474Z""","""Investimento""","""Despesa operacional"""
9397.84,2,"""2025-03-01T21:38:32.290483Z""","""Venda""","""Transferência bancária"""
2222.55,2,"""2025-03-08T21:38:32.290492Z""","""Pagamento""","""Compra de material"""
6040.91,2,"""2025-05-28T21:38:32.290500Z""","""Reembolso""","""Transferência bancária"""
-2338.32,1,"""2025-05-07T21:38:32.290510Z""","""Investimento""","""Transferência bancária"""
9555.64,2,"""2025-04-08T21:38:32.290639Z""","""Transferência""","""Pagamento de serviço"""
5924.33,2,"""2025-05-02T21:38:32.290668Z""","""Transferência""","""Transferência bancária"""
-6730.88,1,"""2025-03-20T21:38:32.290681Z""","""Investimento""","""Compra de material"""
-6870.11,1,"""2025-03-11T21:38:32.290692Z""","""Serviço""","""Recebido de cliente"""
2256.63,2,"""2025-05-01T21:38:32.290703Z""","""Venda""","""Referente ao mês"""
-2722.33,1,"""2025-05-15T21:38:32.290712Z""","""Venda""","""Despesa operacional"""
215.45,2,"""2025-05-21T21:38:32.290734Z""","""Reembolso""","""Despesa operacional"""
-8761.4,1,"""2025-05-24T21:38:32.290744Z""","""Transferência""","""Compra de material"""
687.76,2,"""2025-05-15T21:38:32.290754Z""","""Investimento""","""Compra de material"""
-4366.32,1,"""2025-04-29T21:38:32.290763Z""","""Venda""","""Pagamento de serviço"""
-8848.97,1,"""2025-04-09T21:38:32.290772Z""","""Salário""","""Referente ao mês"""
-527.29,1,"""2025-04-12T21:38:32.290782Z""","""Salário""","""Despesa operacional"""
-2704.13,1,"""2025-05-05T21:38:32.290800Z""","""Investimento""","""Transferência bancária"""
-8478.56,1,"""2025-03-06T21:38:32.290811Z""","""Venda""","""Transferência bancária"""
764.01,2,"""2025-04-18T21:38:32.290820Z""","""Venda""","""Despesa operacional"""
-5560.34,1,"""2025-04-06T21:38:32.290829Z""","""Salário""","""Despesa operacional"""
3265.64,2,"""2025-03-16T21:38:32.290839Z""","""Venda""","""Recebido de cliente"""
-7617.05,1,"""2025-04-04T21:38:32.290848Z""","""Transferência""","""Compra de material"""
-6162.42,1,"""2025-05-07T21:38:32.290857Z""","""Salário""","""Compra de material"""
-9839.96,1,"""2025-04-09T21:38:32.290866Z""","""Compra""","""Transferência bancária"""
7874.46,2,"""2025-04-12T21:38:32.290876Z""","""Venda""","""Despesa operacional"""
9245.44,2,"""2025-03-03T21:38:32.290885Z""","""Salário""","""Despesa operacional"""
-873.13,1,"""2025-05-13T21:38:32.290894Z""","""Transferência""","""Pagamento de serviço"""
370.47,2,"""2025-03-08T21:38:32.290904Z""","""Pagamento""","""Transferência bancária"""
-634.3,1,"""2025-05-06T21:38:32.290914Z""","""Pagamento""","""Recebido de cliente"""
-8981.67,1,"""2025-04-05T21:38:32.290923Z""","""Transferência""","""Despesa operacional"""
2606.28,2,"""2025-04-24T21:38:32.290932Z""","""Venda""","""Transferência bancária"""
6967.45,2,"""2025-05-27T21:38:32.290942Z""","""Compra""","""Compra de material"""
-6568.32,1,"""2025-05-23T21:38:32.290951Z""","""Serviço""","""Compra de material"""
-8510.92,1,"""2025-03-20T21:38:32.290960Z""","""Venda""","""Referente ao mês"""
-437.29,1,"""2025-05-21T21:38:32.290968Z""","""Investimento""","""Compra de material"""
9003.45,2,"""2025-04-27T21:38:32.290977Z""","""Pagamento""","""Referente ao mês"""
2382.21,2,"""2025-03-18T21:38:32.290995Z""","""Reembolso""","""Despesa operacional"""
9994.71,2,"""2025-03-12T21:38:32.291011Z""","""Compra""","""Recebido de cliente"""
-1654.35,1,"""2025-04-30T21:38:32.291034Z""","""Reembolso""","""Compra de material"""
3769.95,2,"""2025-03-31T21:38:32.291053Z""","""Serviço""","""Recebido de cliente"""
7592.77,2,"""2025-05-11T21:38:32.291063Z""","""Investimento""","""Compra de material"""
-2273.99,1,"""2025-04-12T21:38:32.291071Z""","""Venda""","""Referente ao mês"""
-4492.36,1,"""2025-05-21T21:38:32.291080Z""","""Compra""","""Recebido de cliente"""
3757.76,2,"""2025-04-27T21:38:32.291088Z""","""Investimento""","""Transferência bancária"""
-3361.74,1,"""2025-04-03T21:38:32.291097Z""","""Compra""","""Transferência bancária"""
-3240.59,1,"""2025-05-09T21:38:32.291106Z""","""Compra""","""Despesa operacional"""
-3394.69,1,"""2025-05-26T21:38:32.291122Z""","""Venda""","""Referente ao mês"""
8885.47,2,"""2025-03-14T21:38:32.291131Z""","""Salário""","""Referente ao mês"""
4669.57,2,"""2025-04-05T21:38:32.291140Z""","""Pagamento""","""Recebido de cliente"""
2417.62,2,"""2025-04-03T21:38:32.291148Z""","""Reembolso""","""Pagamento de serviço"""
4369.35,2,"""2025-05-15T21:38:32.291157Z""","""Investimento""","""Pagamento de serviço"""
-1825.43,1,"""2025-05-03T21:38:32.291166Z""","""Pagamento""","""Pagamento de serviço"""
1276.77,2,"""2025-03-18T21:38:32.291175Z""","""Reembolso""","""Despesa operacional"""
-6176.08,1,"""2025-04-12T21:38:32.291183Z""","""Serviço""","""Referente ao mês"""
9040.12,2,"""2025-03-08T21:38:32.291192Z""","""Pagamento""","""Pagamento de serviço"""
2727.14,2,"""2025-05-10T21:38:32.291200Z""","""Investimento""","""Transferência bancária"""
-854.0,1,"""2025-04-12T21:38:32.291210Z""","""Reembolso""","""Despesa operacional"""
-2833.96,1,"""2025-05-06T21:38:32.291218Z""","""Salário""","""Despesa operacional"""
9144.22,2,"""2025-05-24T21:38:32.291233Z""","""Investimento""","""Referente ao mês"""
-9151.77,1,"""2025-04-15T21:38:32.291244Z""","""Serviço""","""Compra de material"""
9596.83,2,"""2025-03-17T21:38:32.291252Z""","""Compra""","""Pagamento de serviço"""
-392.34,1,"""2025-04-29T21:38:32.291261Z""","""Venda""","""Referente ao mês"""
-7256.76,1,"""2025-03-17T21:38:32.291270Z""","""Transferência""","""Transferência bancária"""
-8997.12,1,"""2025-04-10T21:38:32.291280Z""","""Compra""","""Referente ao mês"""
-988.23,1,"""2025-04-28T21:38:32.291288Z""","""Investimento""","""Despesa operacional"""
-9756.83,1,"""2025-03-29T21:38:32.291305Z""","""Pagamento""","""Pagamento de serviço"""
4989.43,2,"""2025-05-02T21:38:32.291320Z""","""Serviço""","""Despesa operacional"""
-589.63,1,"""2025-03-11T21:38:32.291335Z""","""Compra""","""Pagamento de serviço"""
-600.52,1,"""2025-05-06T21:38:32.291345Z""","""Pagamento""","""Recebido de cliente"""
6076.98,2,"""2025-03-13T21:38:32.291353Z""","""Serviço""","""Recebido de cliente"""
3871.93,2,"""2025-04-09T21:38:32.291362Z""","""Salário""","""Despesa operacional"""
8718.4,2,"""2025-04-19T21:38:32.291371Z""","""Reembolso""","""Recebido de cliente"""
-614.22,1,"""2025-05-12T21:38:32.291380Z""","""Reembolso""","""Transferência bancária"""
-7270.55,1,"""2025-03-20T21:38:32.291389Z""","""Serviço""","""Referente ao mês"""
-6042.34,1,"""2025-04-14T21:38:32.291398Z""","""Serviço""","""Pagamento de serviço"""
3173.81,2,"""2025-04-10T21:38:32.291408Z""","""Venda""","""Recebido de cliente"""
3456.45,2,"""2025-05-25T21:38:32.291416Z""","""Compra""","""Pagamento de serviço"""
-8205.71,1,"""2025-03-02T21:38:32.291424Z""","""Investimento""","""Compra de material"""
4766.28,2,"""2025-03-22T21:38:32.291433Z""","""Reembolso""","""Compra de material"""
4604.74,2,"""2025-04-06T21:38:32.291441Z""","""Investimento""","""Recebido de cliente"""
-5635.95,1,"""2025-03-20T21:38:32.291451Z""","""Salário""","""Despesa operacional"""
-4544.84,1,"""2025-04-01T21:38:32.291459Z""","""Compra""","""Referente ao mês"""
-4797.61,1,"""2025-03-25T21:38:32.291468Z""","""Salário""","""Pagamento de serviço"""
-3009.08,1,"""2025-03-12T21:38:32.291482Z""","""Venda""","""Despesa operacional"""
5844.71,2,"""2025-04-14T21:38:32.291496Z""","""Salário""","""Compra de material"""
-1146.53,1,"""2025-05-27T21:38:32.291506Z""","""Venda""","""Recebido de cliente"""
3639.43,2,"""2025-04-13T21:38:32.291514Z""","""Reembolso""","""Despesa operacional"""
4297.36,2,"""2025-03-22T21:38:32.291522Z""","""Serviço""","""Recebido de cliente"""
2132.48,2,"""2025-03-02T21:38:32.291531Z""","""Compra""","""Compra de material"""
540.0,2,"""2025-05-08T21:38:32.291540Z""","""Venda""","""Despesa operacional"""
-5961.79,1,"""2025-04-07T21:38:32.291548Z""","""Pagamento""","""Pagamento de serviço"""
-8507.01,1,"""2025-05-29T21:38:32.291556Z""","""Salário""","""Compra de material"""
-5255.62,1,"""2025-05-26T21:38:32.291565Z""","""Serviço""","""Compra de material"""
-4969.43,1,"""2025-05-04T21:38:32.291582Z""","""Serviço""","""Compra de material"""
4543.04,2,"""2025-03-28T21:38:32.291591Z""","""Venda""","""Pagamento de serviço"""
-2632.76,1,"""2025-04-05T21:38:32.291599Z""","""Serviço""","""Compra de material"""
-5885.31,1,"""2025-05-20T21:38:32.291610Z""","""Venda""","""Referente ao mês"""
-3092.91,1,"""2025-03-06T21:38:32.291674Z""","""Serviço""","""Referente ao mês"""
-159.31,1,"""2025-04-13T21:38:32.291684Z""","""Reembolso""","""Recebido de cliente"""
1237.13,2,"""2025-05-28T21:38:32.291693Z""","""Serviço""","""Despesa operacional"""
-4825.69,1,"""2025-04-11T21:38:32.291702Z""","""Serviço""","""Despesa operacional"""
901.32,2,"""2025-03-07T21:38:32.291711Z""","""Transferência""","""Transferência bancária"""
4753.0,2,"""2025-03-29T21:38:32.291720Z""","""Reembolso""","""Compra de material"""
-2616.3,1,"""2025-03-08T21:38:32.291728Z""","""Pagamento""","""Transferência bancária"""
-6936.68,1,"""2025-05-04T21:38:32.291737Z""","""Reembolso""","""Recebido de cliente"""
8486.9,2,"""2025-05-13T21:38:32.291745Z""","""Venda""","""Recebido de cliente"""
1676.08,2,"""2025-05-05T21:38:32.291753Z""","""Venda""","""Despesa operacional"""
-8356.34,1,"""2025-05-17T21:38:32.291761Z""","""Venda""","""Pagamento de serviço"""
-1037.67,1,"""2025-04-20T21:38:32.291770Z""","""Serviço""","""Despesa operacional"""
-3695.67,1,"""2025-05-06T21:38:32.291779Z""","""Investimento""","""Despesa operacional"""
-8290.57,1,"""2025-03-09T21:38:32.291787Z""","""Investimento""","""Recebido de cliente"""
7770.28,2,"""2025-03-19T21:38:32.291795Z""","""Salário""","""Transferência bancária"""
7811.87,2,"""2025-05-14T21:38:32.291804Z""","""Investimento""","""Transferência bancária"""
-4339.3,1,"""2025-05-19T21:38:32.291813Z""","""Venda""","""Despesa operacional"""
5508.43,2,"""2025-05-30T21:38:32.291821Z""","""Transferência""","""Pagamento de serviço"""
7057.8,2,"""2025-04-22T21:38:32.291830Z""","""Salário""","""Transferência bancária"""
-7096.15,1,"""2025-05-23T21:38:32.291839Z""","""Pagamento""","""Pagamento de serviço"""
7222.98,2,"""2025-03-27T21:38:32.291848Z""","""Reembolso""","""Compra de material"""
2456.47,2,"""2025-05-25T21:38:32.291856Z""","""Venda""","""Referente ao mês"""
8627.78,2,"""2025-04-13T21:38:32.291864Z""","""Serviço""","""Pagamento de serviço"""
2680.74,2,"""2025-04-10T21:38:32.291873Z""","""Pagamento""","""Referente ao mês"""
2105.68,2,"""2025-04-04T21:38:32.291881Z""","""Pagamento""","""Transferência bancária"""
-1984.3,1,"""2025-03-03T21:38:32.291890Z""","""Compra""","""Referente ao mês"""
-7717.46,1,"""2025-03-19T21:38:32.291899Z""","""Salário""","""Despesa operacional"""
-690.11,1,"""2025-04-21T21:38:32.291908Z""","""Salário""","""Recebido de cliente"""
7319.55,2,"""2025-04-29T21:38:32.291917Z""","""Serviço""","""Pagamento de serviço"""
-3853.15,1,"""2025-04-20T21:38:32.291925Z""","""Reembolso""","""Recebido de cliente"""
2791.33,2,"""2025-04-18T21:38:32.291933Z""","""Pagamento""","""Transferência bancária"""
